"Ping Local" "Ping LocalApp-CorpApp" "Ping LocalApp-CorpDB" "Load Average LocalApp" "Load Average LocalDB" "Load Average CORPApp" "TNS ping LocalApp-LocalDB" "TNS ping LocalApp-CorpDB" "Class"
0.401 65.3 56.4 1.27 0.48 2.49 0 120 0
0.338 69.2 56.6 1.67 0.32 2.46 0 120 0
0.377 66.4 56.2 1.90 0.43 2.45 10 120 0
0.282 65.8 56.7 1.21 0.27 2.44 0 120 0
0.381 73.1 56.7 1.79 0.45 2.40 0 120 0
0.363 67.6 56.8 1.97 0.51 2.48 0 120 0
0.344 66.3 56.6 1.46 0.24 2.58 0 130 0
0.347 100 62.5 1.24 0.35 2.46 10 130 0
0.379 93.6 56.4 1.40 0.72 2.61 0 120 0
0.538 64.7 56.5 2.30 0.46 2.56 0 130 0
0.331 66.9 56.7 1.77 0.27 2.70 0 120 0
0.462 67.3 56.6 1.83 0.38 2.70 0 130 0
0.346 64.7 56.6 1.43 0.54 2.71 0 130 0
0.300 67.5 56.5 1.40 0.54 2.72 0 140 0
0.448 67.2 56.7 1.29 0.44 2.69 0 130 0
0.435 63.9 56.5 1.48 0.34 2.66 0 130 0
0.367 65.8 56.6 1.04 0.30 2.61 0 120 0
0.423 73.9 56.7 1.11 0.52 2.62 0 130 0
0.392 65.6 56.6 0.84 0.53 2.81 0 120 0
0.391 65.9 56.6 1.07 0.29 2.73 0 130 0
0.487 65.7 56.7 1.17 0.28 2.64 0 130 0
0.583 69.1 56.5 0.90 0.36 2.60 10 130 0
0.396 66.9 56.4 0.84 0.21 2.48 0 130 0
0.411 75.3 56.6 0.72 0.17 2.36 0 130 0
0.315 65.0 56.6 0.83 0.12 2.25 0 130 0
0.318 65.5 56.5 1.20 0.32 2.18 0 130 0
0.357 66.1 56.3 0.66 0.42 2.23 0 130 0
0.263 1060 56.5 0.73 0.26 2.13 0 120 0
0.381 65.2 56.8 1.75 0.29 2.36 0 130 0
0.385 70.3 56.4 1.49 0.36 2.32 0 120 0
0.593 67.4 56.8 1.85 0.28 2.22 0 130 0
0.320 66.2 56.1 2.84 0.29 2.22 0 130 0
0.411 66.5 57.1 2.01 0.40 2.18 10 130 0
0.330 67.6 56.5 1.63 0.28 2.16 0 120 0
0.373 64.1 57.5 1.26 0.23 2.16 0 130 0
0.479 63.2 56.4 1.06 0.56 2.06 0 120 0
0.282 80.5 57.6 0.84 0.28 2.08 0 130 0
0.330 64.7 56.7 1.04 0.44 2.04 0 120 0
0.410 67.7 56.9 2.09 0.27 2.16 10 120 0
0.297 63.4 56.4 1.71 0.33 2.15 0 120 0
0.449 64.3 56.8 1.31 0.17 2.18 0 130 0
0.498 63.0 56.7 0.91 0.26 2.19 0 130 0
0.320 64.6 58.2 1.14 0.50 2.25 0 130 0
0.404 75.9 56.8 1.00 0.31 2.15 0 120 0
0.341 63.0 56.8 0.70 0.27 2.05 0 120 0
0.370 63.3 56.6 0.77 0.28 1.93 0 120 0
0.568 63.9 56.6 0.85 0.27 1.83 0 130 0
0.404 63.3 56.6 0.83 0.43 1.84 0 130 0
0.358 83.2 56.7 2.13 0.47 1.97 0 120 0
0.398 63.6 56.7 2.05 0.36 1.88 0 130 0
0.367 66.4 56.5 2.96 0.34 1.78 0 130 0
0.370 63.9 56.5 1.81 0.35 1.69 0 120 0
0.428 65.2 56.7 1.96 0.55 1.74 0 130 0
0.370 75.8 55.2 2.16 0.72 1.85 0 130 0
0.369 66.6 51.1 1.49 0.44 1.77 0 120 0
0.426 70.8 50.8 1.32 0.39 1.67 0 120 0
0.303 68.0 50.8 1.20 0.26 1.57 0 110 0
0.351 150 135 1.62 0.42 1.58 0 130 0
0.385 69.4 55.1 1.67 0.38 2.16 0 120 0
0.596 70.7 55.3 1.71 0.23 2.28 10 130 0
0.438 70.0 54.6 1.08 0.33 2.32 0 120 0
0.460 71.5 55.6 1.60 0.34 2.31 0 120 0
0.405 72.0 55.0 1.63 0.38 2.49 10 120 0
0.387 71.3 55.3 1.09 0.24 2.44 0 120 0
0.355 69.2 55.3 1.18 0.31 2.39 0 130 0
0.368 81.9 55.2 0.90 0.19 2.28 0 130 0
0.399 71.3 56.1 1.41 0.51 2.17 0 120 0
0.470 70.4 54.9 0.99 0.45 2.39 0 120 0
0.286 68.8 55.1 1.41 0.31 2.81 0 120 0
0.370 69.7 57.1 2.04 0.30 2.82 0 130 0
0.304 70.3 57.2 1.22 0.31 2.84 0 130 0
0.385 69.7 57.0 1.15 0.24 2.87 0 130 0
0.373 71.0 56.6 2.04 0.33 2.73 0 130 0
0.375 75.4 57.2 1.32 0.17 3.00 0 130 0
0.422 73.9 57.1 2.04 0.25 3.05 0 130 0
0.420 72.0 57.5 2.01 0.28 3.12 0 130 0
0.378 74.2 57.4 2.31 0.31 3.01 0 130 0
0.382 71.2 57.1 1.75 0.28 2.91 0 130 0
0.324 72.4 57.1 1.55 0.47 3.24 10 130 0
0.358 83.8 57.6 1.24 0.30 3.12 0 130 0
0.292 71.9 56.9 1.41 0.19 3.14 0 130 0
0.362 70.2 57.0 1.53 0.21 3.10 10 130 0
0.300 71.9 57.2 0.86 0.08 3.06 0 130 0
0.325 72.1 57.6 0.58 0.18 3.17 0 130 0
0.276 83.9 56.8 0.76 0.42 3.12 10 130 0
0.281 87.1 56.9 0.81 0.25 3.00 0 130 0
0.273 70.4 56.9 1.53 0.25 2.84 0 130 0
0.334 71.3 57.0 1.54 0.16 2.72 10 130 0
0.281 71.6 57.2 1.66 0.33 3.05 0 130 0
0.377 70.2 56.8 1.88 0.20 3.00 0 130 0
0.394 78.1 56.6 1.72 0.21 3.06 10 130 0
0.483 72.8 56.9 1.36 0.56 3.14 0 130 0
0.338 71.0 56.9 1.13 0.49 3.20 0 130 0
0.403 70.5 57.2 0.73 0.42 3.34 0 130 0
0.568 70.8 57.9 0.49 0.48 3.50 10 130 0
0.332 77.0 57.1 0.75 0.33 3.36 0 130 0
0.374 75.3 77.3 1.01 0.20 3.21 10 190 0
0.333 70.2 56.9 0.94 0.30 3.04 10 130 0
0.318 69.2 57.0 1.93 0.35 3.35 0 130 0
0.335 72.0 56.9 2.60 0.38 3.52 0 130 0
0.470 83.1 57.1 2.19 0.44 3.73 0 130 0
0.378 73.3 56.8 1.54 0.47 3.80 10 130 0
0.486 70.3 61.2 1.13 0.27 3.93 0 130 0
0.362 70.6 57.6 1.25 0.31 4.55 0 130 0
0.271 71.5 56.9 1.15 0.36 5.03 0 130 0
0.510 71.2 56.5 1.14 0.37 5.36 0 130 0
0.407 78.2 57.8 1.62 0.45 5.63 0 120 0
0.326 70.0 56.6 1.37 0.34 5.69 0 130 0
0.343 70.6 57.1 1.29 0.50 5.85 0 130 0
0.368 72.1 56.6 1.01 0.28 5.70 0 130 0
0.288 85.3 57.3 1.53 0.26 5.64 0 130 0
0.446 70.2 57.3 0.89 0.49 5.50 0 130 0
0.415 70.5 57.3 1.05 0.40 5.40 0 130 0
0.326 70.4 57.2 0.87 0.21 5.33 0 120 0
0.371 70.7 57.1 0.85 0.15 5.19 0 130 0
0.516 71.9 57.2 0.85 0.16 5.20 10 120 0
0.448 75.7 56.9 0.95 0.28 5.15 0 130 0
0.354 70.6 56.9 0.59 0.17 4.92 570 130 0
0.357 69.7 59.1 1.36 0.16 4.96 0 130 0
0.406 70.2 57.2 0.71 0.21 4.90 0 130 0
0.380 72.0 57.4 0.82 0.50 4.72 0 130 0
0.406 69.9 57.0 0.90 0.40 4.69 0 130 0
0.422 73.7 56.8 1.03 0.28 4.45 0 130 0
0.391 72.3 57.1 1.25 0.30 4.27 0 130 0
0.306 70.2 57.2 1.13 0.20 4.11 0 130 0
0.332 71.7 56.9 0.75 0.11 3.89 0 130 0
0.400 71.1 56.6 0.71 0.36 3.78 0 130 0
0.382 72.7 57.1 0.62 0.22 3.56 0 130 0
0.473 72.3 57.1 0.36 0.23 3.66 0 130 0
0.382 74.6 57.1 0.62 0.26 3.54 0 130 0
0.474 71.5 57.2 0.40 0.18 3.46 0 140 0
0.458 70.3 57.4 0.79 0.10 3.50 0 130 0
0.337 71.1 56.8 0.62 0.09 3.47 0 130 0
0.358 73.0 57.0 0.44 0.21 3.41 0 120 0
0.390 71.0 56.9 0.47 0.08 3.34 0 130 0
0.324 70.8 57.1 0.84 0.06 3.16 10 130 0
0.425 70.4 57.1 0.88 0.16 3.08 0 130 0
0.482 73.2 56.9 0.40 0.22 3.11 10 120 0
0.456 70.1 56.7 2.25 0.58 3.15 0 130 0
0.352 116 57.2 1.59 1.08 3.01 0 130 0
0.415 71.3 57.1 1.40 0.96 2.90 0 130 0
0.337 71.5 57.2 1.11 0.51 2.78 0 140 0
0.370 72.6 57.3 1.16 0.25 2.71 0 130 0
0.384 70.1 57.0 0.96 0.25 2.70 0 130 0
0.347 70.8 57.3 0.77 0.28 2.58 0 130 0
0.420 70.4 56.9 1.36 0.37 2.55 0 130 0
0.414 69.8 57.2 1.29 0.36 2.45 0 130 0
0.346 70.2 57.6 1.68 0.31 2.53 0 130 0
0.434 73.4 56.6 1.89 0.82 2.58 10 120 0
0.458 71.1 57.3 1.99 0.71 2.50 0 130 0
0.425 71.3 57.1 1.66 0.59 2.43 0 130 0
0.388 70.9 57.1 1.33 0.49 2.32 10 130 0
0.364 70.0 57.0 0.98 0.54 2.29 0 130 0
0.365 70.8 57.2 1.44 0.40 2.24 0 130 0
0.374 70.5 56.5 1.33 0.25 2.13 0 130 0
0.427 72.1 57.3 0.75 0.23 2.00 10 130 0
0.288 70.4 56.6 1.03 0.23 1.87 0 130 0
0.319 69.9 56.9 0.74 0.17 1.88 0 130 0
0.391 70.4 57.1 0.86 0.25 2.10 0 130 0
0.392 74.8 57.2 0.62 0.24 2.04 10 130 0
0.308 70.6 56.9 0.33 0.12 1.98 0 130 0
0.378 70.0 56.9 0.50 0.16 1.94 0 130 0
0.364 70.7 57.1 0.38 0.16 2.01 0 130 0
0.307 72.1 57.3 0.29 0.18 1.96 10 130 0
0.315 71.1 56.8 0.27 0.17 1.91 0 130 0
0.555 70.9 57.1 0.19 0.06 1.82 0 130 0
0.473 71.6 57.1 0.11 0.33 1.76 0 130 0
0.387 64.5 56.9 0.59 0.17 1.66 0 130 0
0.349 64.5 57.4 0.92 0.09 1.85 0 130 0
0.572 64.0 57.4 0.74 0.03 1.74 0 130 0
0.448 63.6 57.0 0.84 0.07 1.67 0 130 0
0.454 63.9 57.2 0.66 0.21 1.65 0 120 0
0.421 64.2 57.0 0.30 0.22 1.55 10 130 0
0.285 67.6 56.8 0.19 0.17 1.56 10 130 0
0.901 64.3 57.2 0.36 0.21 1.48 10 130 0
0.460 69.9 57.1 0.55 0.11 1.39 10 130 0
0.478 64.6 57.1 0.47 0.19 1.30 0 130 0
0.370 65.5 56.9 0.38 0.07 1.23 0 170 0
0.530 63.5 65.0 0.64 0.18 1.51 0 150 0
0.498 64.5 80.1 0.52 0.14 1.44 0 180 0
0.588 65.0 63.5 0.67 0.20 1.41 0 160 0
0.350 63.5 64.3 1.12 0.11 1.37 10 150 0
0.430 64.7 65.1 0.63 0.04 1.35 0 170 0
0.352 65.1 65.9 1.13 0.11 1.46 10 130 0
0.299 63.6 90.8 0.65 0.12 1.46 0 210 0
0.382 65.3 88.7 0.62 0.04 1.37 0 190 0
0.661 65.6 69.1 0.61 0.01 1.28 0 150 0
0.397 63.6 116 0.84 0.16 1.22 0 240 0
0.304 63.9 59.6 0.33 0.45 1.37 0 140 0
0.533 63.8 61.2 0.25 0.24 1.38 10 310 0
0.427 64.6 62.9 0.53 0.21 1.34 0 160 0
0.423 64.1 60.5 0.48 0.13 1.28 0 150 0
0.383 63.5 83.5 0.40 0.05 1.21 0 1190 0
0.390 63.3 94.1 0.41 0.02 1.66 0 130 0
0.436 63.7 65.2 0.37 0.15 2.06 0 160 0
0.388 63.7 121 0.66 0.36 2.28 0 130 0
0.334 65.7 56.7 0.83 0.30 2.55 0 130 0
0.403 65.0 57.0 0.78 0.11 2.64 0 130 0
0.304 63.7 56.6 0.97 0.16 2.70 0 150 0
0.426 65.4 57.1 0.67 0.15 2.65 0 130 0
0.431 64.1 56.7 0.49 0.05 2.53 0 130 0
0.424 64.8 57.1 0.34 0.02 2.43 0 130 0
0.303 69.1 57.2 0.24 0.08 2.30 10 130 0
0.349 63.6 56.6 0.79 0.03 2.21 0 130 0
0.392 63.4 56.9 0.78 0.01 2.21 0 130 0
0.395 63.8 57.2 0.63 0.07 2.09 0 130 0
0.382 63.5 56.8 0.42 0.14 1.98 0 130 0
0.322 64.4 56.9 0.16 0.13 1.89 0 130 0
0.389 64.4 69.3 0.47 0.10 2.09 10 130 0
0.345 64.6 57.1 0.40 0.15 2.24 0 130 0
0.619 64.1 59.0 0.35 0.30 2.32 10 130 0
0.446 64.2 57.0 0.40 0.11 2.24 0 120 0
0.396 63.9 57.0 0.68 0.07 2.18 0 130 0
0.262 63.6 56.5 0.62 0.08 2.19 0 130 0
0.301 65.1 57.1 0.35 0.13 2.29 10 130 0
0.392 63.3 57.0 0.31 0.08 2.67 0 150 0
0.309 63.9 57.2 0.15 0.07 2.99 0 120 0
0.545 66.8 56.9 0.79 0.12 3.37 0 130 0
0.425 63.9 57.1 0.31 0.14 3.91 0 130 0
0.292 64.4 56.7 0.51 0.05 3.92 10 120 0
0.370 63.3 56.6 0.57 0.07 3.95 0 130 0
0.352 63.7 57.1 0.25 0.06 3.83 0 130 0
0.433 65.5 57.1 0.48 0.14 3.68 0 120 0
0.444 60.2 50.8 0.40 0.08 4.03 10 120 0
0.402 64.1 57.7 0.28 0.18 4.32 0 130 0
0.333 67.9 57.6 0.25 0.06 4.78 0 120 0
0.309 63.0 57.6 0.27 0.17 5.10 0 130 0
0.392 63.2 57.4 0.15 0.11 5.39 0 130 0
0.392 63.5 57.8 0.61 0.04 5.92 0 130 0
0.327 63.8 57.9 0.53 0.04 5.92 0 130 0
0.296 63.1 57.7 0.38 0.01 5.77 0 130 0
0.353 63.1 57.4 0.36 0.04 5.63 0 130 0
0.353 63.1 57.8 0.41 0.07 5.53 0 130 0
0.462 62.9 57.6 0.40 0.02 5.25 0 130 0
0.447 63.9 57.9 0.35 0.04 4.89 0 130 0
0.380 63.4 57.5 0.31 0.09 4.65 0 130 0
0.344 64.2 57.7 0.25 0.10 4.48 0 130 0
0.384 66.4 57.5 0.54 0.17 4.20 10 130 0
0.489 63.6 82.9 0.75 0.31 4.17 0 3150 0
0.379 63.1 101 0.46 0.11 3.96 0 170 0
0.416 63.0 57.7 0.47 0.08 3.70 0 120 0
0.364 63.1 69.6 0.39 0.03 3.60 0 190 0
0.391 64.7 94.2 0.39 0.01 3.41 0 190 0
0.414 68.8 100 0.37 0.20 3.28 10 200 0
0.400 66.7 86.0 0.27 0.07 3.11 0 210 0
0.364 68.5 94.5 0.48 0.02 2.93 0 200 0
0.406 64.4 86.0 0.58 0.01 2.83 0 520 0
0.386 64.7 83.7 0.47 0.00 2.67 0 180 0
0.345 63.9 92.5 0.58 0.06 2.75 0 180 0
0.401 64.4 75.4 0.36 0.06 2.61 0 200 0
0.280 64.4 98.7 0.34 0.10 2.50 0 210 0
0.369 68.7 101 0.12 0.03 2.46 0 130 0
0.358 62.8 97.0 0.08 0.12 2.32 0 210 0
0.478 63.6 103 0.28 0.04 2.38 10 170 0
0.366 63.4 95.6 0.17 0.05 2.34 0 180 0
0.401 63.3 93.4 0.12 0.14 2.19 0 190 0
0.328 68.3 96.8 0.23 0.15 2.14 0 160 0
0.518 69.0 84.3 0.21 0.05 2.07 0 520 0
0.389 69.4 62.3 0.34 0.02 2.24 0 140 0
0.410 69.3 62.0 0.15 0.05 2.14 0 140 0
0.298 69.3 62.3 0.24 0.02 2.03 0 140 0
0.288 68.0 62.4 0.19 0.04 1.99 10 140 0
0.508 71.8 62.4 0.37 0.01 1.92 0 140 0
0.342 69.1 62.8 0.40 0.00 1.83 0 140 0
0.400 69.3 62.4 0.24 0.11 1.80 0 140 0
0.395 68.0 62.6 0.33 0.04 1.71 0 140 0
0.429 68.3 62.5 0.18 0.09 1.68 0 140 0
0.335 69.1 62.2 0.21 0.09 1.61 0 140 0
0.443 68.1 62.3 0.47 0.10 1.73 0 140 0
0.394 68.5 62.2 0.37 0.12 1.65 0 140 0
0.274 68.1 62.3 0.35 0.11 1.55 0 130 0
0.256 68.8 62.0 0.62 0.15 1.60 10 140 0
0.462 67.9 62.3 0.57 0.10 1.50 0 140 0
0.312 68.3 62.1 0.61 0.04 1.50 10 140 0
0.437 67.9 62.1 0.42 0.06 1.44 0 140 0
0.380 69.8 62.3 0.15 0.13 1.35 0 140 0
0.346 68.4 62.3 0.12 0.16 1.35 0 140 0
0.474 68.6 62.5 0.04 0.06 1.32 0 130 0
0.365 68.2 62.4 0.14 0.08 1.41 0 130 0
0.394 69.4 62.0 0.32 0.03 1.40 0 140 0
0.355 67.9 62.1 0.24 0.01 1.34 0 140 0
0.261 67.9 62.3 0.09 0.00 1.29 0 140 0
0.570 68.0 62.4 0.16 0.03 1.31 0 140 0
0.351 70.2 62.4 0.18 0.07 1.26 0 140 0
0.349 67.4 62.4 0.23 0.02 1.21 0 140 0
0.285 67.7 62.3 0.08 0.01 1.14 0 140 0
0.319 71.7 62.3 0.03 0.00 1.07 0 130 0
0.394 67.9 62.2 0.15 0.08 1.20 0 140 0
0.351 68.3 62.2 0.23 0.03 1.40 10 130 0
0.368 69.0 62.2 0.47 0.08 1.32 0 140 0
0.370 68.1 62.6 0.17 0.03 1.24 0 140 0
0.372 67.9 62.0 0.06 0.01 1.17 0 140 0
0.402 67.9 62.3 0.02 0.16 1.22 0 140 0
0.380 72.0 62.5 0.01 0.10 1.17 0 140 0
0.339 68.2 62.4 0.30 0.07 1.14 0 140 0
0.556 68.5 62.5 0.24 0.10 1.08 0 140 0
0.369 67.6 62.5 0.32 0.07 1.03 10 140 0
0.339 68.2 62.0 0.12 0.07 1.00 0 140 0
0.360 68.5 62.6 0.26 0.24 1.25 0 140 0
0.408 73.3 62.8 0.33 0.09 1.26 0 140 0
0.400 69.3 62.2 0.43 0.17 1.27 0 140 0
0.423 68.0 62.3 0.47 0.06 1.27 0 140 0
0.436 68.1 93.3 0.55 0.02 1.25 0 180 0
0.361 68.1 87.3 0.38 0.04 1.35 0 200 0
0.325 68.5 62.1 0.21 0.01 1.32 0 140 0
0.389 69.8 62.5 0.31 0.11 1.27 0 140 0
0.354 67.8 79.5 0.11 0.04 1.25 0 140 0
0.477 68.1 62.4 0.13 0.01 1.18 0 140 0
0.317 68.2 63.3 0.50 0.10 1.39 0 140 0
0.320 67.9 62.6 0.66 0.10 1.35 0 140 0
0.362 68.5 62.4 0.27 0.08 1.28 10 140 0
0.351 67.8 62.1 0.20 0.08 1.22 0 130 0
0.377 68.6 61.9 0.31 0.15 1.20 0 130 0
0.385 68.4 62.3 0.16 0.05 1.27 0 140 0
0.326 69.3 62.4 0.24 0.13 1.37 0 140 0
0.408 67.9 62.3 0.27 0.12 1.33 0 160 0
0.473 68.7 62.1 0.13 0.11 1.26 0 210 0
0.442 68.8 62.1 0.16 0.04 1.19 0 140 0
0.336 68.5 62.3 0.57 0.09 1.30 0 150 0
0.378 68.2 61.9 0.49 0.03 1.38 0 140 0
0.360 67.9 62.5 0.34 0.01 1.37 0 140 0
0.433 68.1 61.9 0.20 0.07 1.32 0 130 0
0.342 68.5 62.4 0.31 0.11 1.26 0 130 0
0.398 68.8 62.0 0.21 0.10 1.25 0 140 0
0.389 68.6 62.4 0.24 0.07 1.29 0 140 0
0.396 67.7 61.7 0.25 0.07 1.22 0 140 0
0.385 67.8 63.0 0.16 0.10 1.15 0 140 0
0.379 68.5 62.2 0.12 0.08 1.11 10 140 0
0.405 67.5 62.2 0.68 0.20 1.20 0 140 0
0.312 68.3 62.3 0.40 0.22 1.31 0 140 0
0.362 69.2 61.9 0.51 0.13 1.27 0 140 0
0.314 67.8 62.5 0.31 0.16 1.22 0 140 0
0.286 69.5 61.8 0.32 0.11 1.16 0 140 0
0.404 67.7 62.2 0.29 0.08 1.18 0 130 0
0.343 68.0 62.5 0.14 0.11 1.17 0 140 0
0.376 68.1 62.4 0.05 0.15 1.21 0 140 0
0.352 68.8 62.5 0.05 0.05 1.13 0 140 0
0.320 69.3 62.3 0.36 0.08 1.07 0 140 0
0.518 68.5 62.6 0.30 0.12 1.23 0 140 0
0.349 67.9 62.4 0.35 0.04 1.17 0 140 0
0.396 69.5 62.4 0.13 0.25 1.18 0 130 0
0.371 68.2 67.8 0.04 0.18 1.11 0 140 0
0.384 67.6 65.8 0.10 0.07 1.08 0 140 0
0.312 68.3 62.4 0.13 0.07 1.08 0 140 0
0.456 68.1 62.4 0.05 0.06 1.06 0 140 0
0.352 68.0 62.5 0.05 0.15 1.06 0 130 0
0.377 69.9 62.9 0.02 0.13 1.07 0 140 0
0.431 68.3 62.1 0.11 0.09 1.04 10 140 0
0.344 68.1 62.2 0.18 0.23 1.14 10 140 0
0.413 68.0 62.5 0.13 0.17 1.08 0 140 0
0.456 69.4 62.3 0.08 0.10 1.09 0 140 0
0.364 68.0 62.3 0.03 0.18 1.05 0 140 0
0.334 68.3 62.1 0.18 0.06 1.00 0 140 0
0.476 68.4 62.6 0.14 0.14 0.99 10 140 0
0.318 68.5 62.4 0.15 0.05 0.96 0 140 0
0.317 72.7 62.1 0.05 0.05 1.00 0 140 0
0.328 67.9 62.5 0.14 0.02 0.96 0 130 0
0.267 67.4 62.4 0.05 0.08 0.92 0 140 0
0.373 69.7 95.0 0.38 0.37 1.18 0 150 0
0.356 70.6 62.2 0.32 0.19 1.17 0 140 0
0.312 68.5 68.1 0.40 0.16 1.23 0 140 0
0.367 67.9 91.0 0.49 0.14 1.18 10 150 0
0.350 71.9 66.4 0.38 0.13 1.19 0 150 0
0.377 67.6 62.4 0.41 0.04 1.17 0 140 0
0.451 68.5 62.3 0.24 0.01 1.15 0 140 0
0.319 68.3 62.5 0.09 0.12 1.20 0 140 0
0.458 70.5 62.3 0.10 0.08 1.19 0 140 0
0.421 68.5 62.4 0.08 0.07 1.23 0 140 0
0.322 68.4 62.5 0.17 0.14 1.38 0 140 0
0.430 69.0 62.2 0.06 0.09 1.33 0 140 0
0.344 68.9 62.4 0.07 0.07 1.30 0 140 0
0.377 68.1 62.5 0.28 0.02 1.25 0 140 0
0.395 68.9 62.9 0.10 0.08 1.20 0 150 0
0.272 67.6 62.9 0.10 0.10 1.37 0 140 0
0.429 68.9 62.8 0.24 0.11 1.33 0 140 0
0.332 67.9 63.0 0.17 0.07 1.26 0 140 0
0.357 69.0 63.2 0.13 0.12 1.26 0 140 0
0.372 68.0 62.9 0.05 0.04 1.24 0 140 0
0.358 67.8 63.3 0.36 0.01 1.38 0 140 0
0.312 68.1 62.9 0.37 0.00 1.31 0 140 0
0.412 67.7 63.3 0.23 0.23 1.27 0 140 0
0.382 67.6 62.9 0.37 0.12 1.27 0 140 0
0.421 67.7 62.9 0.29 0.15 1.29 0 140 0
0.402 68.1 63.1 0.17 0.20 1.24 0 140 0
0.332 67.6 63.0 0.14 0.11 1.20 0 140 0
0.367 68.4 63.1 0.05 0.28 1.12 10 140 0
0.259 67.8 63.1 0.05 0.10 1.08 0 140 0
0.338 67.7 63.1 0.06 0.10 1.04 10 140 0
0.372 74.6 62.8 0.59 0.08 1.20 0 140 0
0.379 75.9 63.0 0.21 0.27 1.18 0 140 0
0.444 76.1 62.9 0.14 0.10 1.17 0 140 0
0.302 75.0 63.2 0.28 0.03 1.12 0 140 0
0.278 74.7 63.3 0.67 0.25 1.10 0 140 0
0.371 74.9 63.0 0.51 0.35 1.09 10 140 0
0.329 74.6 63.5 0.25 0.48 1.07 0 140 0
0.293 74.8 62.8 0.09 0.21 1.03 0 140 0
0.314 75.4 66.4 0.17 0.11 1.03 0 150 0
0.286 75.2 66.1 0.23 0.10 0.98 0 150 0
0.340 74.7 66.5 0.37 0.09 1.15 0 140 0
0.380 75.2 66.4 0.39 0.08 1.13 0 140 0
0.383 75.5 66.2 0.42 0.03 1.18 0 150 0
0.339 74.6 66.3 0.27 0.13 1.43 0 150 0
0.367 74.7 66.7 0.10 0.09 1.36 0 150 0
0.447 74.5 66.4 0.03 0.07 1.31 10 150 0
0.392 74.8 66.4 0.01 0.02 1.25 0 140 0
0.434 68.8 65.9 0.03 0.12 1.17 0 140 0
0.430 69.0 65.9 0.01 0.10 1.13 0 140 0
0.403 67.8 66.7 0.05 0.21 1.09 0 150 0
0.331 69.7 66.5 0.19 0.07 1.21 0 140 0
0.418 68.8 66.7 0.24 0.02 1.18 0 150 0
0.284 68.1 66.5 0.16 0.01 1.13 10 150 0
0.363 68.8 66.4 0.17 0.00 1.09 0 150 0
0.342 68.1 66.2 0.12 0.11 1.04 0 150 0
0.346 68.0 66.3 0.04 0.04 1.00 0 140 0
0.379 68.1 66.3 0.01 0.05 0.97 0 150 0
0.321 68.1 66.2 0.00 0.02 0.91 0 150 0
0.407 68.2 66.4 0.00 0.00 0.87 0 140 0
0.262 67.6 66.1 0.06 0.00 0.87 0 140 0
0.399 69.0 66.8 0.59 0.06 0.98 0 140 0
0.324 68.2 66.9 0.44 0.02 0.97 0 150 0
0.409 67.6 66.2 0.53 0.00 0.97 0 140 0
0.495 70.4 66.1 0.52 0.00 0.93 0 150 0
0.407 68.4 66.2 0.30 0.00 0.92 0 150 0
0.382 68.1 66.4 0.24 0.00 0.99 0 150 0
0.369 68.7 66.4 0.20 0.00 1.06 0 150 0
0.418 69.3 65.7 0.10 0.04 1.15 0 140 0
0.427 67.9 66.3 0.20 0.06 1.20 0 150 0
0.371 68.2 66.0 0.15 0.06 1.20 0 150 0
0.368 70.0 66.1 0.13 0.25 1.34 0 150 0
0.450 68.6 66.4 0.10 0.20 1.28 0 140 0
0.434 68.0 66.1 0.12 0.07 1.25 10 150 0
0.421 68.4 66.8 0.10 0.10 1.18 0 150 0
0.326 67.9 66.7 0.19 0.04 1.24 0 150 0
0.519 67.9 66.1 0.18 0.09 1.35 0 150 0
0.343 67.4 66.3 0.10 0.07 1.30 0 150 0
0.338 68.2 66.3 0.10 0.02 1.27 0 150 0
0.361 68.8 66.4 0.03 0.01 1.20 10 150 0
0.379 67.8 66.1 0.09 0.00 1.21 0 150 0
0.348 68.4 66.5 0.32 0.09 1.39 0 150 0
0.456 67.9 66.1 0.12 0.03 1.38 0 150 0
0.383 67.7 66.3 0.13 0.06 1.36 10 140 0
0.671 67.7 66.3 0.23 0.02 1.30 0 140 0
0.343 68.3 66.1 0.16 0.01 1.32 0 150 0
0.448 69.2 66.2 0.14 0.00 1.25 0 150 0
0.421 67.7 66.2 0.05 0.00 1.20 0 150 0
0.437 68.4 65.7 0.09 0.07 1.13 0 150 0
0.389 68.0 66.1 0.80 0.02 1.06 0 140 0
0.353 67.9 66.3 1.20 0.01 1.03 10 140 0
0.371 67.7 66.7 1.18 0.05 1.26 0 140 0
0.406 68.4 67.1 0.49 0.02 1.26 0 140 0
0.395 68.4 66.4 0.65 0.07 1.30 0 150 0
0.351 70.2 66.1 0.75 0.02 1.28 0 150 0
0.352 68.1 66.5 0.39 0.14 1.28 0 150 0
0.414 67.8 66.4 0.30 0.15 1.26 10 150 0
0.433 68.5 66.3 0.20 0.05 1.22 0 150 0
0.427 68.2 66.5 0.18 0.09 1.14 0 140 0
0.409 68.6 66.4 0.15 0.07 1.08 0 150 0
0.432 68.9 66.4 0.05 0.02 1.01 0 150 0
0.368 67.7 66.1 0.25 0.01 1.25 0 140 0
0.398 67.9 66.3 0.13 0.00 1.22 10 140 0
0.299 69.0 66.0 0.05 0.00 1.18 0 150 0
0.410 67.8 66.3 0.10 0.05 1.11 0 150 0
0.321 67.6 66.2 0.03 0.02 1.06 10 150 0
